Team Number,Team Name,Location,2026
6806,Mineola Wild Reds,"Mineola, New York, USA",True
6807,REAL Robotics,"Racine, Wisconsin, USA",False
6808,William Tennent Robotics,"Warminster, Pennsylvania, USA",True
6809,Aviators,"Enid, Oklahoma, USA",True
6810,Starship Robotics,"Maringouin, Louisiana, USA",False
6811,Gunnery Gears,"Washington, Connecticut, USA",False
6812,Andover Snowflakes,"Andover, Massachusetts, USA",False
6813,Pangaea,"CLEVELAND, Ohio, USA",False
6814,Ellipse ,"Santa Rosa, California, USA",True
6815,The Memphis MechWarriors,"Memphis, Tennessee, USA",False
6816,POPCORN PENGUINS,"San Jose, California, USA",False
6817,10 Factorial,"Rolla, Missouri, USA",True
6818,Navigator,"Suzhou, Jiangsu, China",False
6819,Viking Robotics,"Växjö, Kronobergs län, Sweden",False
6820,Tecmilenio - Scorpion Bots - 6820,"DURANGO, Durango, Mexico",False
6821,Rogue Techs,"Chino, California, USA",False
6822,THE SHISHKABOTS,"Sunnyvale, California, USA",True
6823,USM Robotics - Wildcats,"Milwaukee, Wisconsin, USA",False
6824,LVA Robot Pigeons,"Las Vegas, Nevada, USA",True
6825,STRONGHORNS,"North Las Vegas, Nevada, USA",False
6826,Experiment 6826,"Las Vegas, Nevada, USA",False
6827,hexagon,"Beijing, Beijing, China",False
6828,Hazel Green,"Meridianville, Alabama, USA",False
6829,Ignite Robotics,"Suwanee, Georgia, USA",True
6830,Hogbotics,"Pharr, Texas, USA",False
6831, A-05 Annex,"Hood River, Oregon, USA",True
6832,STEAMex,"Monterrey, Nuevo León, Mexico",True
6833,Python Robotics,"Phoenix, Arizona, USA",True
6834,Bionic Warriors,"Pataskala, Ohio, USA",True
6835,Steel Satyr,"Puebla, Puebla, Mexico",False
6836,The Tinkerers,"Manly, New South Wales, Australia",False
6837,Tecmilenio - Bellum - 6837,"Azcapotzalco, Mexico",False
6838,X-SHARC,"ÇEKMEKÖY, Istanbul, Türkiye",True
6839,Terminators,"Karditsa, Thessalia, Greece",False
6840,Trojan Robotics,"Kirby, Arkansas, USA",False
6841,Cerberus 2.0,"Lethbridge, Alberta, Canada",False
6842,Polaris,"Marietta, Georgia, USA",False
6843,Guardian Gears,"Lees Summit, Missouri, USA",True
6844,Provotypes,"Provo, Utah, USA",False
6845,River Bots,"Astoria, Oregon, USA",True
6846,MAGNETUDE,"Murfreesboro, Tennessee, USA",False
6847,Les Lions,"Montreal, Québec, Canada",False
6848,Hades,"Puebla, Puebla, Mexico",False
6849,Juventics,"Guadalupe, Nuevo León, Mexico",False
6850,Cell-Ticks,"Ocala, Florida, USA",False
6851,Empereurs,"Laval, Québec, Canada",False
6852,JV BX,"Temperance, Michigan, USA",False
6853,JaegersTec,"Tuxtla Gutierrez , Chiapas, Mexico",False
6854,Viking Robotics,"London, Ontario, Canada",True
6855,Badger Robotics,"Arkadelphia, Arkansas, USA",False
6856,RoboRaptors,"London, Ontario, Canada",False
6857,Mechanized Garbage,"San Fernando, California, USA",False
6858,Fern Creek Tiger Robotics,"Louisville, Kentucky, USA",False
6859,Big Metal Lakers 6859- BML Robotics,"Bracebridge, Ontario, Canada",True
6860,Equitum Robotics,"Paterson, New Jersey, USA",True
6861,The Tyros Team ,"Livonia, Michigan, USA",True
6862,The Reavers,"Detroit, Michigan, USA",False
6863,Squirrels,"Woodbine, Maryland, USA",True
6864,GryphTech Robotics,"Gravenhurst, Ontario, Canada",True
6865,Manitoulin Metal,"M'Chigeeng, Ontario, Canada",True
6866,Markham Space Invaders,"Markham, Ontario, Canada",False
6867,Panthera Tech,"North York, Ontario, Canada",False
6868,Cadet Robotics,"Hilton, New York, USA",True
6869,Gladiateurs,"Saint-Jerome, Québec, Canada",True
6870,BEAM Robotics,"Buffalo, New York, USA",False
6871,QC DogSquad,"Queen Creek, Arizona, USA",False
6872,Panthera Ferro,"Brossard, Québec, Canada",True
6873,The Generals,"New York, New York, USA",True
6874,Mediterra,"Dosemealti, Antalya, Türkiye",True
6875,Amazon Warriors Robotics,"Windsor, Ontario, Canada",True
6876,UHS Wolfpack,"Unionville, Ontario, Canada",False
6877,Mechanical Mustangs,"Grand Rapids, Michigan, USA",True
6878,SJB Odyssey,"Hamilton, Ontario, Canada",False
6879,Aquatic Robotics,"Avon, Connecticut, USA",False
6880,Universal Serial Brawlers (USB),"Yorktown Heights, New York, USA",True
6881,South Lions Roarbotics,"London, Ontario, Canada",False
6882,Fahrenheit Robotics,"Fredericksburg, Virginia, USA",True
6883,Leviathan Robotics,"Santa Rosa, California, USA",False
6884,Deep-Space Robotics,"Hollister, California, USA",True
6885,The Pilots,"San Diego, California, USA",True
6886,Synthesizers,"Warsaw, Missouri, USA",False
6887,Dalton Catabots,"Dalton, Georgia, USA",True
6888,Foothills Robotics ,"Lenoir, North Carolina, USA",True
6889,DC Current,"Bloomfield, Iowa, USA",False
6890,Legendary Cyber kNights,"Macomb, Michigan, USA",False
6891,Indians,"Asher, Oklahoma, USA",False
6892,Big Cat Robotics,"Wellsville, New York, USA",False
6893,Bladerunners,"Greenbelt, Maryland, USA",False
6894,Iced Java,"Mount Holly, North Carolina, USA",True
6895,Mechanical Madness 4-H,"Walpole, New Hampshire, USA",True
6896,CABOTS - Fresnillo PLC - Conalep Caborca,"Caborca, Sonora, Mexico",True
6897,Astraea Robotics,"East Brunswick, New Jersey, USA",True
6898,The Undergraduate School of Carrots,"Plano, Texas, USA",False
6899,Macon Bots FRC,"Franklin, North Carolina, USA",False
6900,Hoodie-bots,"Maud, Oklahoma, USA",False
6901,Knights Robotics,"Frisco, Texas, USA",True
6902,STRIKE,"FOZ DO IGUAÇU, Paraná, Brazil",True
6903,MEXICAN HOPE,"METEPEC, Mexico, Mexico",False
6904,TeraWatts,"Los Angeles, California, USA",True
6905,Raiders of the ARC- TEAR-A-BYTE,"Alpharetta, Georgia, USA",True
6906,Reybots,"Chicago, Illinois, USA",False
6907,The G.O.A.T,"Shanghai, Shanghai, China",True
6908,Infuzed,"Cary, North Carolina, USA",True
6909,SAKURA Tempesta,"Chiba, Chiba, Japan",True
6910,Mill Creek Steel Talons,"Hoschton, Georgia, USA",True
6911,SO BOTZ,"Orangeburg, New York, USA",True
6912,InterGalactic Transformers,"Saint Paul, Minnesota, USA",False
6913,North Crawford Robotics Club,"Soldiers Grove, Wisconsin, USA",False
6914,Retro5ive,"Allen Park, Michigan, USA",True
6915,Bulldogs,"Hesperia, California, USA",False
6916,Iron Thunder,"Columbus, Ohio, USA",True
6917,Voyageur Robotics,"Atikokan, Ontario, Canada",False
6918,Napa Cellar Rats,"Napa, California, USA",True
6919,The Commodores,"Albany, Georgia, USA",True
6920,Force Fusion,"Oirschot, Noord-Brabant, Netherlands",False
6921,Technados,"Pennsauken, New Jersey, USA",True
6922,Apache Genesis,"Nogales, Arizona, USA",True
6923,Royal Blue Robotics [RB]^2,"Saint Francisville, Louisiana, USA",False
6924,Hogarth Hornets,"Markham, Ontario, Canada",False
6925,W.A.Robotics,"College Park, Georgia, USA",True
6926,RobotiCats,"Clovis, California, USA",False
6927,The Franklinton Firebirds,"Columbus, Ohio, USA",False
6928,Blue Armadillos,"Greeneville, Tennessee, USA",False
6929,Cuivre & Or,"Rouyn-Noranda, Québec, Canada",True
6930,Hill Robotics,"Staten Island, New York, USA",False
6931,The Red Company,"Tucson, Arizona, USA",False
6932,SMART,"Sylva, North Carolina, USA",True
6933,Archytas,"Bethel, Vermont, USA",True
6934,Scorps,"Camarillo, California, USA",True
6935,The Brainy Bunch- Ingram Tom Moore HS,"Ingram, Texas, USA",False
6936,Vault 6936,"Beavercreek, Ohio, USA",True
6937,McCallie Robotics,"Chattanooga, Tennessee, USA",False
6938,STEM3 West Robotics,"Los Angeles, California, USA",False
6939,The Houde Academy,"Shenzhen, Guangdong, China",False
6940,Violet Z,"Shanghai, Shanghai, China",True
6941,IronPulse Robotics,"Shanghai, Shanghai, China",True
6942,SAIE,"Shenzhen, Guangdong, China",False
6943,Blue Bears,"Newark, New Jersey, USA",False
6944,Wolverines,"Cumming, Georgia, USA",False
6945,Children of the Corn,"Blairstown, New Jersey, USA",True
6946,F & E,"Kunming, Yunnan, China",False
6947,Savage Tumaz,"Taipei, Taipei Special Municipality, Chinese Taipei",True
6948,EAGLES,"Kartal, Istanbul, Türkiye",True
6949,F.E.W Bots,"Nanjing, Jiangsu, China",False
6950,The Breakfast Club,"Stuart, Iowa, USA",False
6951,Spartans,"Porter, Texas, USA",False
6952,Vector Machines,"Shenzhen, Guangdong, China",False
6953,Quetzals,"Brossard, Québec, Canada",False
6954,Titans of Industry,"Dearborn, Michigan, USA",False
6955,Los Chilis,"Santiago, Región Metropolitana de Santiago, Chile",False
6956,SHAM-ROCK-BOTICS ☘,"Westfield, Indiana, USA",True
6957,A.C.E.S. (Army of Christian Engineering Students),"Henderson, Nevada, USA",False
6958,CougarBots,"Warren, Michigan, USA",False
6959,Organized Chaos,"Centralia, Washington, USA",False
6960,The Rusty Huskies,"Riverside, California, USA",False
6961,SIbots,"Chesnee, South Carolina, USA",True
6962,Antares,"Mountain View, California, USA",True
6963,Blood Sweat and Gears,"Remus, Michigan, USA",True
6964,BearBots (FRC),"Columbus, Ohio, USA",True
6965,Tecmilenio XibalBots 6965,"Cancún, Quintana Roo, Mexico",False
6966,Sons Of God,"Toluca, Mexico, Mexico",False
6967,A.T.Vortex,"Shanghai, Shanghai, China",False
6968,Team Pi,"Eindhoven, Noord-Brabant, Netherlands",False
6969,Cyborgs6969,"West Nyack, New York, USA",True
6970,Barbarian,"Qingdao, Shandong, China",False
6971,The Sky Savior,"ZhengZhou, Henan, China",False
6972,NEXUS Robotics,"Calgary, Alberta, Canada",False
6973,Obliq Tech,"Adama, Oromiya, Ethiopia",False
6974,Zia Robotics,"Albuquerque, New Mexico, USA",True
6975,The Neil McNeil Brotherhood Bots,"Scarborough, Ontario, Canada",True
6976,Electric Eagles,"Kansas City, Missouri, USA",False
6977,Cyber Squad,"North York, Ontario, Canada",False
6978,QuickStrike Niagara,"Saint Catharines, Ontario, Canada",True
6979,The 5 Nighters,"Lacombe, Alberta, Canada",False
6980,VERTIES,"Zhengzhou, Henan, China",False
6981,Clockwork Concord,"Concord, California, USA",True
6982,Team CEL Paraguay,"Asunción, Asunción, Paraguay",False
6983,Tecmilenio - STEMHAWKS - 6983,"Monterrey, Nuevo León, Mexico",False
6984,Magical Monkey,"Nanjing, Jiangsu, China",False
6985,ENKA TECH,"Dilovası, Kocaeli, Türkiye",True
6986,PPT Bots,"Nanjing, Jiangsu, China",True
6987,Falcon Automation,"Fenelon Falls, Ontario, Canada",False
6988,ACI35,"Göztepe, Izmir, Türkiye",True
6989,KAISER,"Istanbul, Istanbul, Türkiye",True
6990,Ambition,"Shanghai, Shanghai, China",False
6991,Crosbotics,"Shanghai, Shanghai, China",False
6992,FrancoBots,"Sarnia, Ontario, Canada",False
6993,Dragons,"Lubbock , Texas, USA",False
6994,Citadel,"Istanbul, Istanbul, Turkey",False
6995,NOMAD,"Escondido, California, USA",True
6996,Koalafied,"Adelaide, South Australia, Australia",True
6997,Bad wolf,"Chongqing, Chongqing, China",False
6998,Unipards,"Tainan, Tainan Municipality, Chinese Taipei",True
6999,B.E.S.T.,"Sinop, Sinop, Turkey",False
7000,Newton's 4th Law,"Chengdu, Sichuan, China",False
7001,Buning Power,"Zhengzhou , Henan, China",False
7002,风云蹦豆,"Taiyuan, Shanxi, China",True
7003,Robots A-Gogo,"Changhua, Changhua, Chinese Taipei",False
7004,Ossining Owls,"Ossining, New York, USA",False
7005,RAHS Phoenix,"Seattle, Washington, USA",False
7006,IMC,"Shenzhen, Guangdong, China",False
7007,RROOTT,"Beijing, Beijing, China",False
7008,YakRob,"İstanbul, Istanbul, Turkey",False
7009,Carp & Donkey,"ZhengZhou, Henan, China",False
7010,SINFEN ROBOTICS,"MERKEZ, Sinop, Turkey",False
7011,ROBOFEN,"ISPARTA, Isparta, Turkey",False
7012,Rainerum Robotics,"Bolzano, Bolzano, Italy",False
7013,ACCN Techtronix,"Scarborough, Ontario, Canada",False
7014,YIWU TEAM,"yiwu, Zhejiang, China",False
7015,Bannerlords,"Istanbul, Istanbul, Turkey",False
7016,PV Shock Bots,"Putnam Valley, New York, USA",False
7017,Fellowship of the Gear,"Mesa, Arizona, USA",False
7018,EOLOTICS - Peñoles ,"El Espinal, Oaxaca, Mexico",True
7019,Rubber Ducks,"Hopkins, Minnesota, USA",True
7020,IM ROBOT,"Iron Mountain, Michigan, USA",False
7021,TC Robotics,"Arcadia, Wisconsin, USA",False
7022,ACE Robotics,"Cambridge, Ontario, Canada",False
7023,Tamworth Titans,"Tamworth, New South Wales, Australia",False
7024,ENFORCERS,"Egg Harbor Township, New Jersey, USA",False
7025,BETA,"Fountain Valley, California, USA",False
7026,Team Vinity,"Fort Lauderdale, Florida, USA",False
7027,Radioactive Rebels Robotics,"Parish, New York, USA",False
7028,Binary Battalion,"Saint Michael, Minnesota, USA",True
7029,Scotbotics,"Laurinburg, North Carolina, USA",False
7030,The ROBOlympians,"Lake Placid, New York, USA",True
7031,Duanesburg Jr./Sr. High School,"Delanson, New York, USA",True
7032,Raptors,"La Pine, Oregon, USA",False
7033,Manna Roosters 7033,"Curitiba, Paraná, Brazil",True
7034,2B Determined,"West Linn, Oregon, USA",True
7035,MEF Thunders,"istanbul, Istanbul, Türkiye",True
7036,The RoarBots,"Brooklyn, New York, USA",True
7037,Jeunes D'Argent - FresnilloPLC,"FRESNILLO, ZACATECAS, Zacatecas, Mexico",True
7038,Totino-Grace Pizza Pi's,"Minneapolis, Minnesota, USA",True
7039,❌⭕,"PARDES HANA, HaMerkaz, Israel",True
7040,POTROBOTS,"TURUACHI, Chihuahua, Mexico",False
7041,Doomsday Dogs ,"Carlton, Minnesota, USA",True
7042,Poly Rabbotics,"Long Beach, California, USA",True
7043,RoboPirates,"Rocky River, Ohio, USA",False
7044,FeneRobotics,"Atasehir, Istanbul, Turkey",False
7045,MCCrusaders,"Denville, New Jersey, USA",True
7046,UNIMATE,"San Luis Potosí, San Luis Potosí, Mexico",False
7047,Magic Frog,"zhengzhou , Henan, China",False
7048,Red River Rage,"Fargo, North Dakota, USA",True
7049,Marine Machines,"Shreveport, Louisiana, USA",False
7050,SARNIC,"ISTANBUL, Istanbul, Türkiye",True
7051,RoboDons,"Baldwin Park, California, USA",False
7052,Falcotronix,"Thunder Bay, Ontario, Canada",False
7053,Robo Huskies,"St-Hubert, Québec, Canada",False
7054,SC Sailors,"Byron Center, Michigan, USA",True
7055,Quantum Steam,"Bay Village, Ohio, USA",False
7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,"Fowlerville, Michigan, USA",True
7057,Titanators,"Orange Cove, California, USA",False
7058,StrathDroids,"Strathroy, Ontario, Canada",True
7059,Bot-E Builders,"Prescott, Arizona, USA",False
7060,Riverside Military Academy Eagle Bots,"Gainesville, Georgia, USA",False
7063,Wagner TRILOBYTES,"San Antonio, Texas, USA",False
7064,Voltron Robotics,"Lansing, Kansas, USA",True
7065,Wolverine 1,"Montgomery, Alabama, USA",False
7066,Faulkner County Library Gadget Droids,"Conway, Arkansas, USA",False
7067,Team Streak,"Jerusalem , Yerushalayim, Israel",True
7068,Mechanical Masterminds,"Saint Francis, Minnesota, USA",True
7069,Taipei 101,"Taipei, Taipei, Chinese Taipei",False
7070,ADİL,"Istanbul, Istanbul, Türkiye",False
7071,ITU-Robee,"ISTANBUL, Istanbul, Türkiye",False
7072,O.G.R.E. (Opelika's Greatest Robotics Engineers),"Opelika, Alabama, USA",True
7073,Ottawa Hills High School,"Grand Rapids, Michigan, USA",False
7074,Reapers,"North Sydney, New South Wales, Australia",False
7075,Gearbreakers,"Pleasant Plains, Arkansas, USA",False
7076,WestTech Sentinels,"Augusta, Georgia, USA",False
7077,Hawk of Flames,"Las Vegas, Nevada, USA",False
7078,BENG DOU,"TAIYUAN, Shanxi, China",False
7079,Co-Bot,"Haifa, Haifa, Israel",False
7080,Vision,"Beijing, Beijing, China",False
7081,NEYC,"Shenyang, Liaoning, China",False
7082,Rogozin,"Kiryat Gat, Yerushalayim, Israel",False
7083,Green Hekma,"Nazareth, HaZafon, Israel",False
7084,Hillman Pyrobots,"Hillman, Michigan, USA",False
7085,Wired Warriors,"Pawleys Island, South Carolina, USA",True
7086,IOROBOT ,"Arnavutköy, Istanbul, Türkiye",True
7087,BCS,"Balcarres, Saskatchewan, Canada",False
7088,Somerset Robodogs,"Somerset, Texas, USA",True
7091,KnightOwls,"Dallas, Texas, USA",True
7092,Bionic Bulldogs,"Lyford, Texas, USA",False
7093,Veritas Valiants,"Austin, Texas, USA",False
7094,Alpha Omega,"Bay Saint Louis, Mississippi, USA",True
7095,HiMach,"Beijing, Beijing, China",False
7096,Educated Business,"Los Gatos, California, USA",False
7097,The Archers,"Myrtle Beach, South Carolina, USA",False
7098,Seoul High School,"APO, Armed Forces - Americas, USA",False
7099,Osan Middle/High School,"APO, Armed Forces - Pacific, USA",False
7100,Noble Mechanical Knights,"North Berwick, Maine, USA",False
7101,Genesee Robotic Wolves,"Genesee, Michigan, USA",False
7102,PrepaTec - Daedalus,"Zapopan, Jalisco, Mexico",True
7103,Robo Remedy @ Manitowoc Lutheran High School,"Manitowoc, Wisconsin, USA",True
7104,The Bot Brothers ,"Savannah, Georgia, USA",True
7105,PBG AREA ROBOTICS,"Palm Beach Gardens, Florida, USA",False
7106,MPV StingerBots,"Mulberry, Arkansas, USA",False
7107,Blazer Robotics,"Boca Raton, Florida, USA",False
7108,volTRan,"Fatih, Istanbul, Türkiye",False
7109,Clare Chaos Theory,"Clare, Michigan, USA",True
7110,Heights Bytes,"Haddon Heights, New Jersey, USA",True
7111,RAD Robotics,"Huntsville, Alabama, USA",True
7112,EverGreen,"Kadima-Zoran, HaMerkaz, Israel",True
7113,Control Rising,"Perth, Western Australia, Australia",True
7114,Robo-Raiders,"High Point, North Carolina, USA",False
7115,Red Lion Bots,"Houston, Texas, USA",True
7116,Électriks,"Shawinigan, Québec, Canada",False
7117,Robotic Dragons,"De Soto, Missouri, USA",True
7118,ScotBots,"Shoreline, Washington, USA",False
7119,Sunset RoboBison,"Dallas, Texas, USA",True
7120,ThunderChicas,"Dallas, Texas, USA",False
7121,Keller Fusion Robotics,"Keller, Texas, USA",True
7122,WYSIWYG,"Des Moines, Iowa, USA",False
7123,Emerald City Robotics,"Mount Vernon, Arkansas, USA",False
7124,8-bit Destroyers - Cranebrook HS,"Cranebrook, New South Wales, Australia",False
7125,Tigerbotics,"Glen Rose, Texas, USA",True
7126,Atom.OS,"Newmarket, New Hampshire, USA",False
7127,LongMetal Robotics,"Longmeadow, Massachusetts, USA",True
7128,XLR8,"Wantirna, Victoria, Australia",True
7129,Pilbara Protons,"South Hedland, Western Australia, Australia",False
7130,Future Shock,"Taichung, Taichung Municipality, Chinese Taipei",True
7131,Mavericks,"Caledon, Ontario, Canada",False
7132,Axeman,"Mississauga, Ontario, Canada",False
7133,STEAM Makers,"Farmington, New Hampshire, USA",False
7134,rOctopus,"Aydin, Aydin, Turkey",False
7135,System Reset,"Surrey, British Columbia, Canada",True
7136,Titanium Titans,"Etobicoke, Ontario, Canada",False
7137,Project 212,"Concord, California, USA",True
7138,Wing It,"Fischer, Texas, USA",True
7139,AERO,"MANIZALES, Caldas, Colombia",False
7140,OKSEF ROBOTICS,"IZMIR, Izmir, Turkey",False
7141,Cyberhounds,"Fort Madison, Iowa, USA",False
7142,Saydel High School Robotics Team---Vulcan Eagles,"Des Moines, Iowa, USA",False
7143,The Cyber-Eagles,"Detroit, Michigan, USA",False
7144,NexTech Hydra,"Okemos, Michigan, USA",False
7145,Robocanes,"Detroit, Michigan, USA",True
7146,Infinity Robotics,"Shenzhen, Guangdong, China",False
7147,Rising Falcons,"Ann Arbor, Michigan, USA",True
7148,Faster Than Light,"Zhengzhou, Henan, China",False
7149,WuKong,"Beijing, Beijing, China",False
7150,Ogemaw Overdrive,"West Branch, Michigan, USA",False
7151,Real Robotics,"Herriman, Utah, USA",False
7152,Owltonomous,"Boca Raton, Florida, USA",False
7153,Aetos Dios (Eagles of Zeus),"Manchester, Connecticut, USA",True
7154,TheROK,"Kingsford, Michigan, USA",False
7155,The Robotic Rangers,"Manton, Michigan, USA",True
7156,Metal Heads,"Norway, Michigan, USA",False
7157, μBotics,"Brea, California, USA",True
7158,The Conspirators,"Langley, British Columbia, Canada",False
7159,Burnaby Central Secondary,"Burnaby, British Columbia, Canada",False
7160,Ludington O-Bots,"Ludington, Michigan, USA",True
